笑死我了,d8c382bf,45.58000,0
太可爱了哈哈哈哈哈哈,d8c382bf,36.36800,0
哈哈哈哈哈哈哈哈,d8c382bf,29.49300,0
哈哈哈哈哈哈太可爱啦！！,d8c382bf,18.73400,0
先鞠躬道歉哈哈哈哈哈哈哈哈哈哈哈哈,da8af94,7.50900,0
舞蹈妖精比尔金复健带师比尔金,da8af94,40.88900,0
哈哈哈哈哈哈哈哈哈哈哈,255d1cd7,15.57900,0
哈哈哈哈哈哈,c637a8a5,16.53900,0
每天好多遍,cbe88c3c,10.91000,0
笑死了哈哈哈哈好可爱,b55a9a58,48.43900,0
再看伊遍,2c144d7b,11.70400,0
比尔金像是在跳大神,5e3d1b86,23.30700,0
哈哈哈哈哈哈哈哈哈,4dc2ca3a,20.37100,0
哈哈哈哈哈哈哈哈哈哈哈,50d6bdec,53.02700,0
哈哈哈哈哈,d0775237,40.79100,0
哈哈哈哈哈哈哈哈哈点开之前从来没想过这么好笑,13ef654c,45.22500,0
哈哈哈哈哈哈哈,13ef654c,19.22600,0
我信了他唱歌好听是拿跳舞换的哈哈哈哈哈哈,b9d937a6,38.14000,0
每天一遍防止抑郁,7bd811c7,1.26100,0
插秧哈哈哈,6d7ec699,30.05900,0
哈哈哈哈哈哈这是什么人间憨憨！！！,ac1efbd,34.87200,0
我又来了哈哈哈哈哈哈每天来一遍,11308891,12.42400,0
哈哈哈哈哈哈哈哈哈,e07ddf30,25.23800,0
我個拿手動作我笑死,5031cce,35.16600,0
怎么这么可爱啊,6b0d97c1,15.63900,0
哈哈哈哈哈咋回事啊宝子,d13c196c,30.13100,0
比尔金哈哈哈哈哈妈妈来笑你了,d13c196c,17.89200,0
越努力越好笑哈哈哈哈,d13c196c,6.57900,0
感觉口水都要流下来了,16910981,37.42200,0
马群耀：没人比我更懂复健,fefd401f,34.79900,0
哈哈哈哈哈哈憨憨,f00e8c70,41.75900,0
太憨憨,a774eca7,48.03800,0
哈哈哈哈哈哈哈哈哈哈哈,4dbd259d,15.87900,0
哈哈哈哈哈哈哈哈哈哈哈哈哈哈,4663c56a,30.43800,0
看了无数遍还是笑得不行,ee1f6f9b,31.10000,0
好可爱哈哈哈,2d73e12a,15.36500,0
哈哈哈哈哈哈,2d73e12a,49.74200,0
确定乖巧吗,eda5f65b,13.50700,0
双厨狂喜！！！！啊啊啊啊啊,8e47e6c8,7.12400,0
哈哈哈哈哈哈哈哈哈哈,60043b57,28.15100,0
哈哈哈哈哈哈哈哈哈哈哈,23355da9,9.40600,0
大头鱼哈哈哈哈哈哈哈哈,df839ae2,25.01000,0
好可爱啊哈哈哈哈哈哈哈哈哈哈,d480abf,53.01000,0
哈哈哈哈哈啊哈哈,336c7f7,51.71400,0
hhhh哈哈哈哈哈哈哈哈哈笑死,7b0fb649,32.81900,0
hhhh哈哈哈哈哈哈哈哈哈笑死,7b0fb649,15.72100,0
再来亿遍哈哈哈哈哈哈哈哈哈哈哈哈,9c248536,3.58900,0
哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈,33933bc5,35.39000,0
老年康复训练,997cb166,18.45100,0
哈哈哈哈哈哈哈铁憨憨,df21264e,34.04600,0
bdjw，是在准备运动会百米跑吗？,6c906290,34.95900,0
哈哈哈哈哈哈,1cd67c88,10.70300,0
哈哈哈哈哈哈哈哈哈,a842dadf,26.93300,0
马老师跳舞yyds!!!,c797e5bf,15.54000,0
为啥看着这么憨啊，哈哈哈哈哈哈哈,1e61269a,15.76400,0
哈哈哈哈,8f979cc9,33.39100,0
每天一遍，烦恼再见,8f979cc9,21.39100,0
bk把嘴给我闭上！我说。。。,600ea221,41.62300,0
先笑为敬,c023f6bb,13.49200,0
哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈,1f18a46,31.14800,0
鸡鸭扣,40b99a82,0.90000,0
可龙？？？,40b99a82,45.34300,0
你是可龙吗,40b99a82,38.84300,0
好像鸡扣的朋友可龙哈哈哈,40b99a82,28.34300,0
鸡扣的歌好火,40b99a82,18.34300,0
鸡扣鸡扣,40b99a82,11.84300,0
马群耀笑死了哈哈哈哈哈哈哈,c5c050d5,18.29300,0
哈哈哈哈哈哈,b0c8a011,17.41900,0
公园大爷都比你跳的好,b885e97b,18.73000,0
牙齿大放送,3a96aae8,7.58300,0
哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈,dd65f190,34.74500,0
哈哈哈哈哈哈哈哈哈哈哈哈哈哈,d92792c1,24.06100,0
没有一个动作在拍上哈哈哈哈哈哈哈,48e18914,15.69600,0
烧饼那个别跑哈哈哈哈哈哈哈哈,687c4326,26.56900,0
太可爱了,4396d751,40.93700,0
哈哈哈哈哈哈哈哈哈哈,9cd2c7b1,32.14600,0
头笑掉了,baefd5d5,26.46800,0
还好哈哈哈,baefd5d5,19.58500,0
比尔金老喜剧人了,9745fe6e,22.43500,0
这个拿手动作笑死我了,3ebd28d2,43.77200,0
哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈,c6b322c4,26.14700,0
操哈哈哈哈哈哈哈哈哈哈哈哈,c6b322c4,19.02700,0
我开始笑了,c6b322c4,4.03500,0
我的妈呀！他怎么这么可爱,699c0836,51.82900,0
哈哈哈哈哈哈比尔金也太可爱了！！！！,699c0836,33.32900,0
可以说是一点协调都没有,5c30d83e,8.42900,0
有个评论纤夫的爱我要笑趴,5c30d83e,32.68500,0
早期人类驯服胳膊珍贵录像哈哈哈哈,912fa424,20.91400,0
早期人类巡抚胳膊珍贵录像哈哈哈哈哈,912fa424,24.46700,0
早期人类驯服胳膊珍贵录像哈哈哈哈,912fa424,26.58800,0
哈哈哈哈哈哈,c797e5bf,24.97100,0
哈哈哈哈哈哈哈这啥,97f1f199,40.29100,0
哈哈哈哈哈哈哈,ad2d696e,29.91400,0
哈哈哈哈哈哈哈哈,ad2d696e,18.41500,0
前面那个脑血栓康复训练 笑yue了,5c505ee7,42.30300,0
大猩猩~哈哈哈哈哈~还是傻的那只！,a53175ee,22.44500,0
啊哈哈哈哈哈哈哈哈哈哈笑死,7a300d7c,20.99700,0
哈哈哈哈哈哈,3972b43d,32.79200,0
哈哈哈哈哈哈哈哈哈哈哈哈哈哈,327e2678,42.42100,0
哈哈哈哈哈哈哈,894ba8f3,44.32300,0
哈哈哈哈哈哈哈哈哈,a85b131c,22.32400,0
哈哈哈哈哈哈,70eea5ff,31.12700,0
梦幻联动,61330e43,7.08500,0
hahahahahahahah,1fd24d9c,50.25900,0
哈哈哈哈哈哈笑死我了,fbfde4b9,22.97800,0
哈哈哈哈哈哈哈哈哈 笑伤我了,970c59f9,48.36100,0
哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈好憨啊,1f4ed766,23.42900,0
不太聪明的亚子,1d401069,14.80100,0
太憨憨了哈哈哈哈哈,1d401069,23.53200,0
哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈,d993a762,29.13500,0
新的假肢那个姐妹笑死我了,e81fb64a,17.60800,0
笑吐了,e81fb64a,5.92000,0
bk你怎么那么可爱啊啊啊！！！！,c9565c74,49.84800,0
比尔:除了跳舞啥都会,38738642,21.69900,0
他在干嘛…,526aae40,19.83900,0
哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈,64f49ba1,25.88800,0
再来亿遍,5cecdfa1,3.25900,0
笑吐我了比尔金,8d141c83,46.90900,0
入 坑 视 频,46f9e309,10.47900,0
比尔金 你赔我面膜！,622894b5,20.01900,0
嘎嘎嘎嘎嘎嘎嘎嘎嘎嘎嘎嘎,c274798a,38.67800,0
哈哈哈哈哈哈哈哈哈,c274798a,31.59600,0
嘴好像合不上了,9188f13f,36.46000,0
开始干农活,9188f13f,23.00200,0
熟悉一下新的假肢,9188f13f,14.35100,0
哈哈,c0c658b1,50.40800,0
哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈,464a52b4,27.93400,0
就只能跟上这一个动作,aad80e7f,35.69900,0
哈哈哈哈哈，比尔金真有你的,aad80e7f,17.85900,0
救命,14899b6d,44.81300,0
哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈,5e51fa67,46.71300,0
每天一遍，防止抑郁,5cecdfa1,4.77900,0
憨憨比尔金哈哈哈,b06a8bed,29.95600,0
哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈,12bd30c6,41.21900,0
pp旁边笑死哈哈哈哈哈,bff8782b,30.50400,0
好憨啊哈哈哈哈哈哈,6f11df69,44.89900,0
笑拉了,890c9ab3,37.72200,0
哈哈哈哈哈哈，憨憨,b081c708,51.03100,0
哈哈哈哈哈哈哈哈哈哈哈,f726472,22.74800,0
手怎么这么黑,26b7564a,33.69500,0
我要笑死了,aba9ed10,49.59600,0
哈哈哈哈哈哈,aba9ed10,38.71500,0
哈哈哈哈哈,6d086b65,18.59800,0
嘴也不闭上,527e3969,36.94200,0
再来亿遍,5cecdfa1,4.97900,0
狒狒,97517c42,18.27500,0
咋跟我爷爷似的,836d8dde,42.49200,0
哈哈哈哈哈哈哈哈哈哈哈哈,a8439dc9,27.65900,0
刚接触新鲜事物的老头,d2a2e0b9,48.54900,0
像个傻子,d2a2e0b9,40.00600,0
哈哈哈哈哈哈哈,e22ef583,25.65900,0
哈哈哈哈哈哈哈哈哈哈哈哈哈哈,f8380420,23.55900,0
哈哈哈哈哈哈哈哈哈哈,27052bdf,13.76900,0
太好笑了  救命,7ca40fb5,35.31900,0
全程笑死,7ca40fb5,13.90000,0
我准备笑了,70bb9aa,6.57100,0
他在干什么哈哈哈哈哈哈哈哈哈哈哈,74169330,46.54900,0
这漫长的一分钟,d391d535,41.90300,0
哈哈哈哈哈,de1fd05e,10.56200,0
你不配这首歌，哈哈？！,320ab04b,48.95900,0
老婆你咋了。,320ab04b,30.95900,0
头笑掉,f0988e13,6.09900,0
康复训练来了,3ba2df7e,7.92400,0
哈哈哈哈哈哈哈哈哈哈哈哈,200c7fd8,23.78000,0
hhhh哈哈哈哈哈哈哈哈哈,7b0fb649,24.61300,0
哈哈哈哈哈哈哈哈哈哈哈哈,37b97c75,28.29500,0
哈哈哈哈哈哈哈哈哈哈哈哈哈哈好,976542a2,19.97000,0
哈哈哈哈哈哈哈哈哈哈哈哈哈哈,be083740,44.47600,0
这大白牙,7577fc93,28.85900,0
哈哈哈哈哈哈,46dbcd0,52.65900,0
哈哈哈哈哈哈哈哈,2aa560,40.01900,0
笑死我了,5b5f8937,41.08500,0
噗噗噗噗噗噗,5b5f8937,32.55700,0
憨憨！哈哈哈哈哈哈,7f5ec62e,29.93900,0
喜剧人哈哈哈哈哈哈,7f5ec62e,20.62000,0
再来亿遍,6bd3f003,5.08800,0
啊哈哈哈哈哈他怎么啦,8a364b1c,27.88000,0
脑血栓康复训练,6c906290,37.31900,0
抡大锤,bcb3486e,16.10300,0
手脚各自行动，哈哈哈哈哈,abdd2d0e,44.39900,0
好可爱啊哈哈哈,aa37d110,13.33100,0
哥，被绑架了就眨眨眼,cbe5c588,30.43100,0
比尔金跳的跟个大猩猩似的,2e39110e,20.51900,0
哈哈哈笑死我了,d42dffee,28.33900,0
？哈哈哈哈哈哈哈哈哈哈哈哈哈,de3bfb60,19.26200,0
哈哈哈哈哈他真的好像个老头,e3a586c7,46.43900,0
好憨啊哈哈哈哈哈哈,635629aa,25.87900,0
也就宋智孝可以与之一战了,cf29c95f,38.21000,0
大猩猩？哈哈哈哈哈,499ccc38,35.87600,0
哈哈哈哈哈哈哈,5840899c,15.37500,0
哈哈哈哈哈哈哈太憨了,d7b7542d,26.64100,0
哈哈哈哈哈哈哈哈哈哈哈哈,ec4ee381,34.01900,0
马群耀你是不是有毛病！,a9c28d2,48.27900,0
哈哈哈哈哈哈哈哈,66c83db0,10.76000,0
？？？？？？？,1a378d1e,18.89900,0
哈哈哈哈哈哈哈哈哈哈哈哈,cf7b54dd,38.63200,0
救命哈哈哈哈哈哈哈,280353d1,44.94200,0
哈哈哈哈哈哈哈哈哈哈哈,69df7c6c,22.53000,0
？？？？？,f4bbd6cc,25.44000,0
马哥我的快乐源泉,953edd6,36.31100,0
本来应该踩点一流 奈何耳朵跟得上四肢它跟不上,ccaa5c05,7.88800,0
哈哈哈哈哈哈,ccaa5c05,21.94800,0
哈哈哈哈哈哈哈,894ba8f3,45.38300,0
哈哈哈哈哈哈哈哈,1798fdf8,48.16100,0
舞蹈黑洞马群耀,1798fdf8,0.00000,0
走了，有些失望，还没我爸跳的好呢哈哈哈哈哈哈哈哈,632fad6,27.54000,0
看完走出去的多半都不正常了,ea99cd86,39.17000,0
哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈,3c985f71,17.43600,0
哈哈哈哈哈哈,c4b3e25,29.35900,0
开始笑！,3bcf6925,9.62900,0
哈哈哈哈哈哈哈哈哈哈,6575be08,30.29800,0
哈哈哈哈哈哈,f7159f51,24.49800,0
哈哈哈哈哈哈哈哈,a5da1936,38.15400,0
老年迪斯科罢了,555f230b,11.30100,0
康复运动哈哈哈哈哈哈,8d9acaa8,46.30400,0
哈哈哈哈哈哈哈哈哈笑得我脸酸,4d1f1371,26.34600,0
太像大傻子了哈哈哈哈哈哈哈,78b414be,18.35900,0
欢乐喜剧人比尔金,50a20ff1,48.37900,0
我又来了,24f06787,5.69000,0
哈哈哈哈,9106d364,38.39100,0
哈哈哈哈哈哈哈哈,805f34e5,50.83500,0
"[""36"",""673"",""1-1"",""3"",""高呼吾名  奇衡三！"",""10"",""20"",""382"",""313"",500,0,1,""\""Microsoft YaHei\"""",1]",6757cb1d,67.76800,0
啊啊啊啊五条老师！你币有了,53113ad,125.91800,0
贝姐美如画,234455d9,92.97000,0
这是a2吧,5702fd4b,16.04100,0
瞬死的酒井户hhh,7425c118,113.07300,0
带东方玩的都是好孩子,18009297,69.76800,0
5t5老师！！！,d1248a08,125.94300,0
5555555！！！,c921f56e,126.16000,0
死神冲！！！！,f14e8092,8.22600,0
五条悟yyds,1f48e49b,125.57500,0
..+,6d8c76e9,118.96200,0
帅的,118d956a,111.87100,0
为什么你还没有火啊！！！,669746c9,1.29900,0
基本都看过了,49a77650,44.87300,0
奇衡三,49e704c3,67.24500,0
看到5t5了！！！！！！！！！,8d94674d,127.75500,0
发个弹幕都来不及,40dfc59e,32.10100,0
再来亿遍,5532a9d2,8.88800,0
心脏,46b63076,91.85500,0
DNF666,4dde11a2,30.69100,0
yyds,6e8a10df,89.66500,0
奇衡三！,a7412964,68.46500,0
奇衡三！,a7412964,68.46500,0
奇衡三！,a7412964,68.46500,0
奇衡三！,a7412964,68.46500,0
奇衡三！,a7412964,68.46500,0
奇衡三！,a7412964,68.46500,0
奇衡三！,a7412964,68.46500,0
奇衡三！,a7412964,68.46500,0
绝园的暴风雨！！！,a7412964,110.37900,0
绝园的暴风雨！！！,a7412964,110.37900,0
绝园的暴风雨！！！,a7412964,110.37900,0
绝园的暴风雨！！！,a7412964,110.37900,0
绝园的暴风雨！！！,a7412964,110.37900,0
绝园的暴风雨！！！,a7412964,110.37900,0
绝园的暴风雨！！！,a7412964,110.37900,0
绝园的暴风雨！！！,a7412964,111.59000,0
绝园的暴风雨！！！,a7412964,111.59000,0
绝园的暴风雨！！！,a7412964,110.11000,0
我要这币有何用,69497c3b,62.92700,0
yyds,ce0c9bda,9.79500,0
骨王！,305842b9,6.14300,0
奇      衡      三,49e704c3,68.71600,0
2倍速,b9d4b14d,53.23500,0
感谢下面红色字幕君,d8e53fe8,79.19500,0
就这呀，就这呀，我学亿会儿就会了。,787c005a,18.39900,0
异度侵入异度侵入,6012fa95,113.16000,0
我不卖豆腐 豆腐 豆腐 豆腐,77aa7f6c,41.88400,0
卡在了奇怪的地方,98b6335e,23.13900,0
卡在了奇怪的地方,98b6335e,23.13900,0
卡在了奇怪的地方,98b6335e,23.13900,0
1.25新世界,dbb6521e,89.14500,0
这样听周董的歌，完全不腻,d2d1efc0,3.89000,0
BJM是什么,e7c652e0,53.25400,0
死神,b8cb56a2,9.33900,0
好,b8cb56a2,48.64100,0
龙珠,b8cb56a2,21.13900,0
死神排面,b8cb56a2,9.04400,0
帅,49eb6d46,61.85600,0
豆腐豆腐豆腐豆腐豆腐豆腐豆腐豆腐豆腐豆腐豆腐豆腐豆腐豆腐豆腐豆腐豆腐豆腐豆腐豆腐豆腐豆腐豆腐豆腐,d8e53fe8,53.84000,0
表白杰伦,50e48ec3,27.95800,0
见伦进,50e48ec3,15.96000,0
美好的一天从开幕雷击开始,479fc71a,0.05700,0
三连失败没币了,6c2d2fd3,10.50800,0
快斗,83ffdf22,106.55000,0
辣个女人！秦义绝无敌手！,5036c47b,120.58000,0
吾王美如画,3e83351e,23.21200,0
左下角好评,65450e05,86.96900,0
无敌,eeebaef,49.68900,0
大灌篮？？,3aab6ce4,25.77600,0
豆腐，豆腐，所谓吃你豆腐,52ef4d98,115.75000,0
铁拳圣裁,a2040d10,23.30000,0
师姐美如画,a2040d10,4.43800,0
三联三联,a57ca8eb,52.88300,0
1.25直接爱了,e46f0fbc,44.58400,0
一天一遍,3f9986ca,12.88500,0
奇衡三,732ae18e,67.30000,0
卧槽,8be7e90b,87.40100,0
王也道长啊啊啊啊啊啊啊啊,24dc99e7,32.65900,0
厉害了呀,cd3f702b,35.78000,0
娘口三三,50864e42,0.77900,0
娘口三三太可爱啦！！！！！！！！！,50864e42,1.18000,0
居然一键三连了哦哈哈哈,31fc028c,26.94000,0
--------------------------------,53836dea,88.94000,0
燃起来了！！！,efc2ba65,59.54300,0
只踩亿点点,37a26095,11.52200,0
你币有了,c581f761,131.39000,0
不说其他的你的币有了,22289d6d,132.16000,0
牛逼,ec30cd93,78.32400,0
牛啊,e8766464,19.13300,0
再来亿遍,6d03227d,123.61900,0
好评,2666316d,62.57900,0
五条！,cbe23d07,132.16000,0
看简介,5707682e,34.18400,0
第3000条评论,36bee221,40.54800,0
吾王美如画,8414e5ef,8.29800,0
666,9afb7428,96.06600,0
豆腐豆腐豆腐豆腐豆腐豆腐,5d8a988d,106.56700,0
豆腐豆腐豆腐豆腐豆腐,5d8a988d,58.71900,0
牛啊,8daac259,75.58000,0
师姐,7ea7cc7b,8.50000,0
寄生兽,3f9986ca,107.94800,0
666,3f9986ca,46.52800,0
打击感上头,3f9986ca,23.22800,0
吃你豆腐,85bb39bf,122.89700,0
都是渣！雾山五行仰望我吧,c24bd4c9,79.57700,0
。。。。,9c5c6071,38.30000,0
02,ebb46d5d,117.21900,0
片头见,aa56caf,129.62700,0
接招吧！dio，半径20m的绿宝石水花,50fe5c4f,125.02000,0
五条五条五条五条五条五条五条五条五条五条五条五条五条五条五条五条五条五条五条五条五条五条五条五条五条五条,8db78b22,126.07700,0
呀,fce1e0e9,47.18000,0
献出心脏,869c4606,89.18000,0
献出心脏,869c4606,89.18000,0
摄影师鸡腿里找饭吃真可怜,ba63e6b5,102.32200,0
踩的好,670ac24a,68.79900,0
豆腐豆腐功夫,6777a17f,130.91800,0
豆腐豆腐豆腐,6777a17f,105.23800,0
豆腐,6777a17f,54.66800,0
哇哦,6777a17f,5.75800,0
あ,518592e9,72.32900,0
A,518592e9,54.52600,0
！脚后跟！,a0433bd4,68.02400,0
起！！！,6927fa10,16.90000,0
秀儿都在评论,cc875bfa,90.26000,0
桐爷,cc875bfa,59.45900,0
寄生兽！！！！！,9d2d5bb6,106.12000,0
下次一定,c11de8eb,128.66000,0
龙珠排面,31b11c37,22.78000,0
献出心脏,6f60c1c4,89.94000,0
功夫功夫,6f60c1c4,67.36400,0
豆腐,6f60c1c4,47.21600,0
我不卖豆腐 豆腐,6f60c1c4,41.32000,0
歌曲的名字是周杰伦的《周大侠》。,ebaf94f5,58.54000,0
好活，当赏,d49b4cef,125.80000,0
真·视觉盛宴,249298e,74.33900,0
奇衡三！,6116b1db,69.02300,0
奇衡三,3eaf703a,69.60200,0
1.5倍无敌,8f0035dd,87.12000,0
带食灵玩的都是好人,dc718a25,119.42800,0
𒃺 𒃺 𒃺 𒃺 𒃺 𒃺 𒃺,3a09205a,73.54000,0
左下角好评,3a09205a,61.54200,0
DIO爷好评,d56301f8,129.00500,0
奇衡三！,8322e31a,68.69000,0
雾山五行，多好的国漫，可惜没有后续了,83fd131a,18.51000,0
叔NB,c7918b2c,71.39800,0
叔叔叔,c7918b2c,70.91800,0
别说了我不吃豆腐,4815ea04,59.02600,0
流哔,bf30b9b1,19.74900,0
豆腐~~,1fb592ae,46.90000,0
吃你豆腐,4cf043d7,68.87100,0
头皮发麻,4cf043d7,55.95400,0
龙舌兰,277f0b14,104.66000,0
双星好评,a3cc022b,64.33800,0
再来亿遍,8a917332,1.57400,0
大爱龙珠,e61b75f7,38.55100,0
龙珠,e61b75f7,30.70800,0
退回来给我也总排排面,8a917332,36.28800,0
帅,60bbeb60,85.68600,0
五条悟!,b6d28fd6,125.82000,0
你们够了我是来看视频还是来看弹幕的,542965d5,8.89900,0
666,6b0a904f,22.07900,0
火钳刘明,48dc1a5f,26.87500,0
五条老师必须有排面！！！,ad0fe8f2,125.91800,0
献出心脏！！,9640b1a,90.17900,0
三连三连,9640b1a,48.82000,0
怪我没文化一句society,285d4386,81.00000,0
奇衡三,eaace768,77.78000,0
白嫖成功人士的发扬,2cd917e8,127.47800,0
奇衡三！,85677057,69.45800,0
i了i了,85677057,64.85200,0
giao！,85677057,43.39800,0
接招吧，DIO！半径二十米的绿宝石水花！,7372e18d,123.71800,0
嗷基德的手,154cc697,101.28800,0
左下好评,57a6a4af,32.89300,0
激动的自己把孩子吃了,b43cdb94,118.03900,0
我直接大道上狂生孩子,b43cdb94,73.55900,0
三三必须有排面,d9b5175c,123.26700,0
1.25好评,496deb4,125.33400,0
火钳刘明,56d0e8ef,23.56000,0
这BG不错呀,3e6f9f8a,83.61900,0
刀枪剑拳，样样精通。,3e6f9f8a,26.93900,0
2333333,3a2ac65e,21.26400,0
炽天使排面！,cde362c2,47.71000,0
火钳刘明,4b558a50,9.32000,0
淦,d4c8fabe,63.71900,0
2倍数的快乐,92c68838,29.46000,0
牛逼,d1bedd2e,22.72900,0
咒术回战！,9a85a56,127.32800,0
完了我上头了，连刷了10遍,12c126e7,115.22000,0
什么是火钳刘明,37b4b113,30.42900,0
斗罗？,c58121ed,122.94200,0
火钳刘明,812b18ed,16.37900,0
豆腐豆腐豆腐豆腐,b3336a4f,44.09400,0
次元大介都有，up牛逼,e45e0af9,71.39300,0
爷青回,1348ba94,43.36200,0
大舅妈！！！,b43708e4,116.48700,0
大舅妈,b43708e4,116.48700,0
豆腐豆腐想吃豆腐了,692b2405,57.27900,0
大家要知道硬币是不要钱的,cd3a9e8e,101.70000,0
为什么总有秀儿在翻译,cd3a9e8e,83.00000,0
最底下是哪个秀儿在翻译,cd3a9e8e,66.86000,0
五条！,c08ca81b,129.04900,0
豆腐好评,cd3a9e8e,60.59900,0
娜贝,18b368c9,10.38200,0
啊啊啊啊啊啊啊啊啊啊柯基！！！！！,d841e00f,101.97300,0
1.5倍，不一样的感觉！,6c038c55,37.19900,0
豆腐，豆腐,4d9080ab,58.43100,0
女帝,cda0ac21,131.45900,0
太牛了,cda0ac21,85.35500,0
666666,cda0ac21,56.82500,0
我靠,cda0ac21,48.98600,0
妖梦啊啊啊啊,368401a9,56.02800,0
剑心,cc1a2fc4,29.11300,0
火钳刘明,f7f15f44,60.09900,0
火钳刘明,fb412e54,33.49900,0
nb！！！,fb412e54,7.04000,0
猫咪老师好可爱啊,e56efe17,0.74500,0
绝园的暴风雨！！！！！,339df016,52.17800,0
死神排面！！！,339df016,9.35100,0
拿走拿走别客气,2518301f,129.68300,0
奇衡三！,1bce077d,76.09400,0
火钳刘明,7d55c873,71.15800,0
舅妈舅妈,96925433,121.02900,0
三连了,327408c4,81.72700,0
。。。。。。。。。。。。。。。。。。。。。。。。。。。。。。。。。。。。。。。。。。。。。。。。。。。。。。。。。。。。。。。。。。。。。。。。。。。。。。。。。。。。。。。。。。。,12353171,38.57900,0
m。。。。。。。。。。。。。。。。。。。。。。。。。。。。。。。。。。。。。。。。。。。。。。。。。。。。。。。。。。。。。。。。,12353171,36.87900,0
难受又三连了，不过，我愿意。,f188f2e1,12.99900,0
左下角好评,ebce2189,52.09300,0
路过,1eca569c,5.36300,0
字幕君牛啤,740e2737,6.10000,0
辛苦了,d27be882,117.97800,0
平剧就该耍花枪,460191ff,33.82700,0
江湖就该开扇窗,460191ff,31.98500,0
屋檐就该挡月光,460191ff,31.18000,0
我说啊遮风就应该遮冰霜,460191ff,26.13900,0
我可以给你们一张签名照拿去想象,460191ff,26.13900,0
一段旧旧的旧时光,460191ff,24.59600,0
一截老老的老姜,460191ff,21.98000,0
一幕幕回忆散在月光,460191ff,21.98000,0
我一拳飞打,460191ff,21.14000,0
一串串红红的葫芦冰糖,460191ff,20.22000,0
我一脚飞踢,460191ff,19.18000,0
我一脚飞踢,460191ff,16.02000,0
一串串红红的葫芦冰糖,460191ff,18.58000,0
我一脚飞踢,460191ff,18.58000,0
BJM:周大侠,460191ff,127.67300,0
赶紧穿上旗袍，免得你说我吃你豆腐,460191ff,124.87300,0
功夫，功夫，功夫，功夫,460191ff,121.95300,0
吹弹可破的肌肤在试炼我功夫,460191ff,119.55300,0
豆腐，豆腐，豆腐，豆腐,460191ff,117.35600,0
你就像豆腐,460191ff,115.99600,0
赶紧穿上旗袍，免得你说我吃你豆腐。,460191ff,113.51500,0
我在武林学校里学的那叫功夫，功夫，功夫，功夫，功夫,460191ff,107.51500,0
我不卖豆腐，豆腐，豆腐，豆腐，豆腐,460191ff,104.23000,0
我就踩在你肩膀,460191ff,91.55300,0
啦啦啦啦，闷了，慌了，倦了,460191ff,88.71300,0
啊这什么地方什么状况,460191ff,87.22800,0
我撑起一把纸伞回头望,460191ff,85.26800,0
谁在水一方,460191ff,84.10700,0
飞天飞敦煌，北方北大荒,460191ff,81.71800,0
清一清唱起秦腔,460191ff,79.67800,0
我清一清嗓,460191ff,78.39800,0
翻山越岭渡过江,460191ff,77.11800,0
落花配对配夕阳,460191ff,75.46000,0
画面就变得很荒凉,460191ff,72.59000,0
回旋踢太用力,460191ff,72.59000,0
你就滚到边疆,460191ff,70.15800,0
我稍微伸展拳脚,460191ff,70.15800,0
赶紧穿上旗袍，免得你说我吃你豆腐,460191ff,61.99800,0
功夫，功夫，功夫，功夫,460191ff,58.63800,0
吹弹可破的肌肤，在试炼我功夫,460191ff,56.34500,0
你就像豆腐，豆腐，豆腐，豆腐,460191ff,54.07300,0
赶紧穿上旗袍！免得你说我吃你豆腐,460191ff,50.19300,0
功夫，功夫，功夫，功夫,460191ff,47.11000,0
我不卖豆腐，豆腐，豆腐，豆腐，豆腐,460191ff,41.23600,0
闷了，慌了，倦了，我就换上功夫装,460191ff,38.95600,0
扎实马步，我不摇晃,460191ff,36.79600,0
豆腐，豆腐,e90e15a4,122.34200,0
2倍速食用更佳,39ec97f5,28.16500,0
贝姐？,5da0cd55,118.10700,0
只要你做海贼王我就三连,2596e5b4,114.85600,0
开幕雷击,3de5930e,0.25500,0
白嫖失败,2bf23b1a,132.12000,0
优酱！！！！！！,1e93aa2d,114.44000,0
冲这首歌，赞了,ccf6040a,14.52000,0
一人之下一人之下啊啊啊啊,43a0dc93,26.29000,0
np,1ec09ea2,89.11800,0
克罗里克罗里克罗里克罗里克罗里,9c64646d,26.59000,0
佐助佐助佐助佐助,9c64646d,0.21900,0
一闪而过的死神,fe2ebc6c,9.03100,0
周董  豆腐排面,dff2ed80,16.22900,0
五条悟，你币有了,a7ccd359,131.00600,0
？？？,2782ebf3,3.85100,0
+-,12e06844,110.49400,0
